annealing_time,query_graph,num_relations,sample_index,valid_ratio,opt_ratio,first_opt_index
1000,STAR,4,10,0.0233,0.0056,118
1000,STAR,4,11,0.0233,0.0033,157
1000,STAR,4,12,0.0244,0.0044,92
1000,STAR,4,13,0.0144,0.0011,347
1000,STAR,4,14,0.0333,0.0033,159
1000,STAR,4,15,0.0156,0.0011,407
1000,STAR,4,16,0.0289,0.0022,108
1000,STAR,4,17,0.0333,0.0044,22
1000,STAR,4,18,0.0311,0.0044,229
1000,STAR,4,19,0.0289,0.0056,14
1000,STAR,5,0,0.0011,0.0000,None
1000,STAR,5,1,0.0000,0.0000,None
1000,STAR,5,2,0.0000,0.0000,None
1000,STAR,5,3,0.0000,0.0000,None
1000,STAR,5,4,0.0000,0.0000,None
1000,STAR,5,5,0.0000,0.0000,None
1000,STAR,5,6,0.0011,0.0000,None
1000,STAR,5,7,0.0000,0.0000,None
1000,STAR,5,8,0.0011,0.0000,None
1000,STAR,5,9,0.0033,0.0000,None
1000,STAR,5,10,0.0000,0.0000,None
1000,STAR,5,11,0.0000,0.0000,None
1000,STAR,5,12,0.0000,0.0000,None
1000,STAR,5,13,0.0011,0.0000,None
1000,STAR,5,14,0.0000,0.0000,None
1000,STAR,5,15,0.0000,0.0000,None
1000,STAR,5,16,0.0000,0.0000,None
1000,STAR,5,17,0.0000,0.0000,None
1000,STAR,5,18,0.0000,0.0000,None
1000,STAR,5,19,0.0011,0.0000,None
0.5,CYCLE,3,0,0.1800,0.0611,0
0.5,CYCLE,3,1,0.2067,0.0711,21
0.5,CYCLE,3,2,0.2300,0.0744,9
0.5,CYCLE,3,3,0.1856,0.0556,12
0.5,CYCLE,3,4,0.1922,0.0800,9
0.5,CYCLE,3,5,0.2067,0.0889,10
0.5,CYCLE,3,6,0.2078,0.0822,10
0.5,CYCLE,3,7,0.2244,0.1100,22
0.5,CYCLE,3,8,0.1878,0.0867,5
0.5,CYCLE,3,9,0.2256,0.0744,4
0.5,CYCLE,3,10,0.2033,0.0778,1
0.5,CYCLE,3,11,0.2244,0.1178,14
0.5,CYCLE,3,12,0.2244,0.0678,19
0.5,CYCLE,3,13,0.2111,0.0844,2
0.5,CYCLE,3,14,0.2044,0.0967,0
0.5,CYCLE,3,15,0.2111,0.0667,18
0.5,CYCLE,3,16,0.1933,0.0578,0
0.5,CYCLE,3,17,0.2044,0.0811,9
0.5,CYCLE,3,18,0.2022,0.0778,26
0.5,CYCLE,3,19,0.2222,0.1056,0
0.5,CYCLE,4,0,0.0178,0.0044,108
0.5,CYCLE,4,1,0.0089,0.0000,None
0.5,CYCLE,4,2,0.0133,0.0033,17
0.5,CYCLE,4,3,0.0144,0.0022,215
0.5,CYCLE,4,4,0.0144,0.0022,451
0.5,CYCLE,4,5,0.0100,0.0011,689
0.5,CYCLE,4,6,0.0167,0.0000,None
0.5,CYCLE,4,7,0.0211,0.0011,447
0.5,CYCLE,4,8,0.0144,0.0022,119
0.5,CYCLE,4,9,0.0133,0.0011,327
0.5,CYCLE,4,10,0.0144,0.0033,37
0.5,CYCLE,4,11,0.0222,0.0022,53
0.5,CYCLE,4,12,0.0189,0.0022,23
0.5,CYCLE,4,13,0.0222,0.0033,117
0.5,CYCLE,4,14,0.0222,0.0011,331
0.5,CYCLE,4,15,0.0122,0.0000,None
0.5,CYCLE,4,16,0.0167,0.0000,None
0.5,CYCLE,4,17,0.0222,0.0011,251
0.5,CYCLE,4,18,0.0078,0.0000,None
0.5,CYCLE,4,19,0.0167,0.0011,572
0.5,CYCLE,5,0,0.0000,0.0000,None
0.5,CYCLE,5,1,0.0011,0.0000,None
0.5,CYCLE,5,2,0.0000,0.0000,None
0.5,CYCLE,5,3,0.0000,0.0000,None
0.5,CYCLE,5,4,0.0000,0.0000,None
0.5,CYCLE,5,5,0.0000,0.0000,None
0.5,CYCLE,5,6,0.0000,0.0000,None
0.5,CYCLE,5,7,0.0000,0.0000,None
0.5,CYCLE,5,8,0.0000,0.0000,None
0.5,CYCLE,5,9,0.0011,0.0000,None
0.5,CYCLE,5,10,0.0000,0.0000,None
0.5,CYCLE,5,11,0.0000,0.0000,None
0.5,CYCLE,5,12,0.0011,0.0000,None
0.5,CYCLE,5,13,0.0000,0.0000,None
0.5,CYCLE,5,14,0.0000,0.0000,None
0.5,CYCLE,5,15,0.0000,0.0000,None
0.5,CYCLE,5,16,0.0000,0.0000,None
0.5,CYCLE,5,17,0.0011,0.0000,None
0.5,CYCLE,5,18,0.0000,0.0000,None
0.5,CYCLE,5,19,0.0022,0.0000,None
2.5,CYCLE,3,0,0.2644,0.0922,3
2.5,CYCLE,3,1,0.2578,0.1178,1
2.5,CYCLE,3,2,0.2200,0.1100,3
2.5,CYCLE,3,3,0.2089,0.0900,17
2.5,CYCLE,3,4,0.2378,0.0889,30
2.5,CYCLE,3,5,0.2533,0.0689,5
2.5,CYCLE,3,6,0.2489,0.0878,3
2.5,CYCLE,3,7,0.2644,0.1367,7
2.5,CYCLE,3,8,0.2644,0.0956,55
2.5,CYCLE,3,9,0.2411,0.0844,9
2.5,CYCLE,3,10,0.2189,0.0822,12
2.5,CYCLE,3,11,0.2367,0.0933,4
2.5,CYCLE,3,12,0.2122,0.0978,11
2.5,CYCLE,3,13,0.2522,0.0933,0
2.5,CYCLE,3,14,0.2178,0.1144,3
2.5,CYCLE,3,15,0.2256,0.0767,9
2.5,CYCLE,3,16,0.2522,0.1078,7
2.5,CYCLE,3,17,0.2622,0.1056,7
2.5,CYCLE,3,18,0.2656,0.0789,18
2.5,CYCLE,3,19,0.2533,0.0611,17
2.5,CYCLE,4,0,0.0244,0.0000,None
2.5,CYCLE,4,1,0.0400,0.0033,147
2.5,CYCLE,4,2,0.0278,0.0022,242
2.5,CYCLE,4,3,0.0356,0.0033,81
2.5,CYCLE,4,4,0.0289,0.0011,39
2.5,CYCLE,4,5,0.0378,0.0044,111
2.5,CYCLE,4,6,0.0378,0.0022,365
2.5,CYCLE,4,7,0.0344,0.0022,558
2.5,CYCLE,4,8,0.0156,0.0011,33
2.5,CYCLE,4,9,0.0311,0.0011,839
2.5,CYCLE,4,10,0.0400,0.0011,846
2.5,CYCLE,4,11,0.0311,0.0011,679
2.5,CYCLE,4,12,0.0367,0.0056,449
2.5,CYCLE,4,13,0.0289,0.0022,297
2.5,CYCLE,4,14,0.0311,0.0022,27
2.5,CYCLE,4,15,0.0244,0.0011,192
2.5,CYCLE,4,16,0.0211,0.0011,765
2.5,CYCLE,4,17,0.0311,0.0011,342
2.5,CYCLE,4,18,0.0333,0.0011,176
2.5,CYCLE,4,19,0.0333,0.0033,266
2.5,CYCLE,5,0,0.0000,0.0000,None
2.5,CYCLE,5,1,0.0000,0.0000,None
2.5,CYCLE,5,2,0.0000,0.0000,None
2.5,CYCLE,5,3,0.0000,0.0000,None
2.5,CYCLE,5,4,0.0000,0.0000,None
2.5,CYCLE,5,5,0.0000,0.0000,None
2.5,CYCLE,5,6,0.0000,0.0000,None
2.5,CYCLE,5,7,0.0011,0.0000,None
2.5,CYCLE,5,8,0.0000,0.0000,None
2.5,CYCLE,5,9,0.0000,0.0000,None
2.5,CYCLE,5,10,0.0000,0.0000,None
2.5,CYCLE,5,11,0.0000,0.0000,None
2.5,CYCLE,5,12,0.0000,0.0000,None
2.5,CYCLE,5,13,0.0000,0.0000,None
2.5,CYCLE,5,14,0.0000,0.0000,None
2.5,CYCLE,5,15,0.0011,0.0000,None
2.5,CYCLE,5,16,0.0000,0.0000,None
2.5,CYCLE,5,17,0.0000,0.0000,None
2.5,CYCLE,5,18,0.0000,0.0000,None
2.5,CYCLE,5,19,0.0000,0.0000,None
5,CYCLE,3,0,0.2222,0.0944,24
5,CYCLE,3,1,0.2278,0.1044,13
5,CYCLE,3,2,0.2678,0.0967,13
5,CYCLE,3,3,0.2367,0.1044,4
5,CYCLE,3,4,0.2678,0.1389,4
5,CYCLE,3,5,0.2400,0.0889,27
5,CYCLE,3,6,0.2744,0.1300,1
5,CYCLE,3,7,0.2689,0.1467,1
5,CYCLE,3,8,0.2611,0.1544,0
5,CYCLE,3,9,0.2844,0.1244,11
5,CYCLE,3,10,0.2467,0.1011,4
5,CYCLE,3,11,0.2900,0.1633,3
5,CYCLE,3,12,0.2622,0.1422,15
5,CYCLE,3,13,0.2489,0.1089,2
5,CYCLE,3,14,0.2567,0.1267,0
5,CYCLE,3,15,0.2833,0.1544,4
5,CYCLE,3,16,0.2622,0.1156,36
5,CYCLE,3,17,0.2567,0.1289,12
5,CYCLE,3,18,0.3022,0.1333,1
5,CYCLE,3,19,0.2767,0.1556,4
5,CYCLE,4,0,0.0356,0.0056,260
5,CYCLE,4,1,0.0322,0.0056,82
5,CYCLE,4,2,0.0311,0.0000,None
5,CYCLE,4,3,0.0278,0.0044,27
5,CYCLE,4,4,0.0367,0.0033,99
5,CYCLE,4,5,0.0344,0.0022,204
5,CYCLE,4,6,0.0200,0.0022,212
5,CYCLE,4,7,0.0356,0.0033,365
5,CYCLE,4,8,0.0344,0.0011,693
5,CYCLE,4,9,0.0256,0.0033,249
5,CYCLE,4,10,0.0211,0.0011,816
5,CYCLE,4,11,0.0322,0.0044,486
5,CYCLE,4,12,0.0389,0.0044,102
5,CYCLE,4,13,0.0356,0.0033,833
5,CYCLE,4,14,0.0556,0.0033,509
5,CYCLE,4,15,0.0278,0.0022,226
5,CYCLE,4,16,0.0311,0.0022,144
5,CYCLE,4,17,0.0233,0.0011,408
5,CYCLE,4,18,0.0211,0.0000,None
5,CYCLE,4,19,0.0322,0.0033,127
5,CYCLE,5,0,0.0000,0.0000,None
5,CYCLE,5,1,0.0000,0.0000,None
5,CYCLE,5,2,0.0000,0.0000,None
5,CYCLE,5,3,0.0000,0.0000,None
5,CYCLE,5,4,0.0000,0.0000,None
5,CYCLE,5,5,0.0000,0.0000,None
5,CYCLE,5,6,0.0000,0.0000,None
5,CYCLE,5,7,0.0011,0.0000,None
5,CYCLE,5,8,0.0000,0.0000,None
5,CYCLE,5,9,0.0000,0.0000,None
5,CYCLE,5,10,0.0000,0.0000,None
5,CYCLE,5,11,0.0000,0.0000,None
5,CYCLE,5,12,0.0000,0.0000,None
5,CYCLE,5,13,0.0000,0.0000,None
5,CYCLE,5,14,0.0000,0.0000,None
5,CYCLE,5,15,0.0000,0.0000,None
5,CYCLE,5,16,0.0000,0.0000,None
5,CYCLE,5,17,0.0011,0.0000,None
5,CYCLE,5,18,0.0000,0.0000,None
5,CYCLE,5,19,0.0000,0.0000,None
7.5,CYCLE,3,0,0.2522,0.1400,2
7.5,CYCLE,3,1,0.2678,0.1122,2
7.5,CYCLE,3,2,0.3222,0.1511,4
7.5,CYCLE,3,3,0.2722,0.1222,29
7.5,CYCLE,3,4,0.2444,0.0889,50
7.5,CYCLE,3,5,0.2767,0.1089,9
7.5,CYCLE,3,6,0.2900,0.1311,3
7.5,CYCLE,3,7,0.2433,0.1100,4
7.5,CYCLE,3,8,0.2867,0.1200,22
7.5,CYCLE,3,9,0.2489,0.0900,21
7.5,CYCLE,3,10,0.2544,0.0900,20
7.5,CYCLE,3,11,0.2456,0.0833,13
7.5,CYCLE,3,12,0.2722,0.1400,1
7.5,CYCLE,3,13,0.2611,0.0867,0
7.5,CYCLE,3,14,0.2889,0.1156,13
7.5,CYCLE,3,15,0.2711,0.0989,4
7.5,CYCLE,3,16,0.2600,0.0589,12
7.5,CYCLE,3,17,0.2800,0.1122,0
7.5,CYCLE,3,18,0.2667,0.0967,12
7.5,CYCLE,3,19,0.2811,0.1178,12
7.5,CYCLE,4,0,0.0244,0.0022,105
7.5,CYCLE,4,1,0.0278,0.0000,None
7.5,CYCLE,4,2,0.0333,0.0033,201
7.5,CYCLE,4,3,0.0322,0.0011,205
7.5,CYCLE,4,4,0.0333,0.0022,150
7.5,CYCLE,4,5,0.0244,0.0000,None
7.5,CYCLE,4,6,0.0333,0.0011,148
7.5,CYCLE,4,7,0.0267,0.0000,None
7.5,CYCLE,4,8,0.0322,0.0033,535
7.5,CYCLE,4,9,0.0289,0.0011,476
7.5,CYCLE,4,10,0.0267,0.0022,426
7.5,CYCLE,4,11,0.0344,0.0022,115
7.5,CYCLE,4,12,0.0256,0.0000,None
7.5,CYCLE,4,13,0.0344,0.0022,45
7.5,CYCLE,4,14,0.0444,0.0000,None
7.5,CYCLE,4,15,0.0422,0.0033,184
7.5,CYCLE,4,16,0.0322,0.0000,None
7.5,CYCLE,4,17,0.0289,0.0022,120
7.5,CYCLE,4,18,0.0344,0.0011,20
7.5,CYCLE,4,19,0.0322,0.0011,60
7.5,CYCLE,5,0,0.0011,0.0000,None
7.5,CYCLE,5,1,0.0000,0.0000,None
7.5,CYCLE,5,2,0.0000,0.0000,None
7.5,CYCLE,5,3,0.0000,0.0000,None
7.5,CYCLE,5,4,0.0000,0.0000,None
7.5,CYCLE,5,5,0.0000,0.0000,None
7.5,CYCLE,5,6,0.0000,0.0000,None
7.5,CYCLE,5,7,0.0000,0.0000,None
7.5,CYCLE,5,8,0.0000,0.0000,None
7.5,CYCLE,5,9,0.0000,0.0000,None
7.5,CYCLE,5,10,0.0000,0.0000,None
7.5,CYCLE,5,11,0.0011,0.0000,None
7.5,CYCLE,5,12,0.0000,0.0000,None
7.5,CYCLE,5,13,0.0000,0.0000,None
7.5,CYCLE,5,14,0.0000,0.0000,None
7.5,CYCLE,5,15,0.0000,0.0000,None
7.5,CYCLE,5,16,0.0000,0.0000,None
7.5,CYCLE,5,17,0.0000,0.0000,None
7.5,CYCLE,5,18,0.0000,0.0000,None
7.5,CYCLE,5,19,0.0000,0.0000,None
10,CYCLE,3,0,0.2711,0.0633,7
10,CYCLE,3,1,0.2656,0.0889,0
10,CYCLE,3,2,0.2467,0.0733,39
10,CYCLE,3,3,0.2511,0.1000,10
10,CYCLE,3,4,0.2833,0.1078,19
10,CYCLE,3,5,0.2800,0.1356,8
10,CYCLE,3,6,0.2533,0.1122,0
10,CYCLE,3,7,0.3067,0.1478,6
10,CYCLE,3,8,0.2833,0.1256,29
10,CYCLE,3,9,0.2711,0.1011,7
10,CYCLE,3,10,0.2567,0.1056,19
10,CYCLE,3,11,0.2944,0.1033,5
10,CYCLE,3,12,0.2567,0.0822,10
10,CYCLE,3,13,0.2800,0.1300,19
10,CYCLE,3,14,0.2733,0.1567,1
10,CYCLE,3,15,0.2744,0.0967,1
10,CYCLE,3,16,0.3167,0.1433,12
10,CYCLE,3,17,0.2733,0.1567,1
10,CYCLE,3,18,0.2578,0.1089,9
10,CYCLE,3,19,0.3089,0.1533,4
10,CYCLE,4,0,0.0367,0.0011,746
10,CYCLE,4,1,0.0322,0.0022,369
10,CYCLE,4,2,0.0367,0.0044,118
10,CYCLE,4,3,0.0344,0.0056,17
10,CYCLE,4,4,0.0433,0.0033,3
10,CYCLE,4,5,0.0322,0.0078,8
10,CYCLE,4,6,0.0256,0.0022,115
10,CYCLE,4,7,0.0311,0.0067,110
10,CYCLE,4,8,0.0344,0.0067,335
10,CYCLE,4,9,0.0289,0.0011,817
10,CYCLE,4,10,0.0233,0.0033,7
10,CYCLE,4,11,0.0411,0.0078,319
10,CYCLE,4,12,0.0356,0.0044,112
10,CYCLE,4,13,0.0467,0.0078,29
10,CYCLE,4,14,0.0322,0.0033,253
10,CYCLE,4,15,0.0400,0.0056,132
10,CYCLE,4,16,0.0256,0.0011,46
10,CYCLE,4,17,0.0211,0.0033,191
10,CYCLE,4,18,0.0344,0.0011,132
10,CYCLE,4,19,0.0289,0.0022,448
10,CYCLE,5,0,0.0000,0.0000,None
10,CYCLE,5,1,0.0000,0.0000,None
10,CYCLE,5,2,0.0011,0.0000,None
10,CYCLE,5,3,0.0000,0.0000,None
10,CYCLE,5,4,0.0022,0.0000,None
10,CYCLE,5,5,0.0000,0.0000,None
10,CYCLE,5,6,0.0000,0.0000,None
10,CYCLE,5,7,0.0000,0.0000,None
10,CYCLE,5,8,0.0000,0.0000,None
10,CYCLE,5,9,0.0000,0.0000,None
10,CYCLE,5,10,0.0000,0.0000,None
10,CYCLE,5,11,0.0011,0.0000,None
10,CYCLE,5,12,0.0000,0.0000,None
10,CYCLE,5,13,0.0000,0.0000,None
10,CYCLE,5,14,0.0000,0.0000,None
10,CYCLE,5,15,0.0000,0.0000,None
10,CYCLE,5,16,0.0000,0.0000,None
10,CYCLE,5,17,0.0000,0.0000,None
10,CYCLE,5,18,0.0000,0.0000,None
10,CYCLE,5,19,0.0000,0.0000,None
50,CYCLE,3,0,0.3322,0.2133,0
50,CYCLE,3,1,0.2567,0.1367,19
50,CYCLE,3,2,0.2867,0.1533,12
50,CYCLE,3,3,0.2744,0.1389,13
50,CYCLE,3,4,0.3000,0.1500,16
50,CYCLE,3,5,0.2811,0.1289,1
50,CYCLE,3,6,0.3044,0.1233,5
50,CYCLE,3,7,0.3189,0.1789,3
50,CYCLE,3,8,0.2856,0.1589,5
50,CYCLE,3,9,0.2844,0.1556,3
50,CYCLE,3,10,0.3000,0.1367,8
50,CYCLE,3,11,0.3000,0.1256,9
50,CYCLE,3,12,0.2989,0.1244,3
50,CYCLE,3,13,0.3278,0.1456,8
50,CYCLE,3,14,0.2922,0.1244,34
50,CYCLE,3,15,0.2878,0.1411,2
50,CYCLE,3,16,0.2800,0.1344,9
50,CYCLE,3,17,0.2678,0.0744,18
50,CYCLE,3,18,0.2778,0.1367,6
50,CYCLE,3,19,0.2756,0.1256,20
50,CYCLE,4,0,0.0489,0.0022,628
50,CYCLE,4,1,0.0433,0.0022,50
50,CYCLE,4,2,0.0411,0.0011,180
50,CYCLE,4,3,0.0333,0.0044,626
50,CYCLE,4,4,0.0433,0.0022,336
50,CYCLE,4,5,0.0278,0.0011,663
50,CYCLE,4,6,0.0378,0.0044,130
50,CYCLE,4,7,0.0433,0.0022,409
50,CYCLE,4,8,0.0422,0.0044,164
50,CYCLE,4,9,0.0378,0.0033,14
50,CYCLE,4,10,0.0344,0.0056,76
50,CYCLE,4,11,0.0456,0.0044,36
50,CYCLE,4,12,0.0422,0.0022,393
50,CYCLE,4,13,0.0356,0.0078,226
50,CYCLE,4,14,0.0367,0.0022,628
50,CYCLE,4,15,0.0267,0.0022,55
50,CYCLE,4,16,0.0411,0.0033,96
50,CYCLE,4,17,0.0322,0.0033,60
50,CYCLE,4,18,0.0367,0.0022,210
50,CYCLE,4,19,0.0300,0.0033,196
50,CYCLE,5,0,0.0000,0.0000,None
50,CYCLE,5,1,0.0022,0.0000,None
50,CYCLE,5,2,0.0000,0.0000,None
50,CYCLE,5,3,0.0011,0.0000,None
50,CYCLE,5,4,0.0011,0.0000,None
50,CYCLE,5,5,0.0000,0.0000,None
50,CYCLE,5,6,0.0000,0.0000,None
50,CYCLE,5,7,0.0000,0.0000,None
50,CYCLE,5,8,0.0011,0.0000,None
50,CYCLE,5,9,0.0000,0.0000,None
50,CYCLE,5,10,0.0000,0.0000,None
50,CYCLE,5,11,0.0000,0.0000,None
50,CYCLE,5,12,0.0000,0.0000,None
50,CYCLE,5,13,0.0000,0.0000,None
50,CYCLE,5,14,0.0000,0.0000,None
50,CYCLE,5,15,0.0000,0.0000,None
50,CYCLE,5,16,0.0000,0.0000,None
50,CYCLE,5,17,0.0000,0.0000,None
50,CYCLE,5,18,0.0000,0.0000,None
50,CYCLE,5,19,0.0000,0.0000,None
100,CYCLE,3,0,0.3133,0.1522,2
100,CYCLE,3,1,0.3611,0.1867,5
100,CYCLE,3,2,0.3000,0.1422,1
100,CYCLE,3,3,0.3067,0.1644,4
100,CYCLE,3,4,0.3122,0.1789,1
100,CYCLE,3,5,0.2733,0.1167,13
100,CYCLE,3,6,0.3011,0.1344,22
100,CYCLE,3,7,0.3233,0.1389,2
100,CYCLE,3,8,0.3200,0.1567,1
100,CYCLE,3,9,0.3044,0.1489,8
100,CYCLE,3,10,0.3267,0.1722,1
100,CYCLE,3,11,0.3311,0.1256,9
100,CYCLE,3,12,0.2978,0.1189,24
100,CYCLE,3,13,0.3167,0.1200,28
100,CYCLE,3,14,0.2833,0.1144,10
100,CYCLE,3,15,0.3400,0.1222,4
100,CYCLE,3,16,0.3189,0.1622,0
100,CYCLE,3,17,0.3244,0.1567,4
100,CYCLE,3,18,0.2811,0.1400,16
100,CYCLE,3,19,0.2844,0.1189,5
100,CYCLE,4,0,0.0422,0.0011,717
100,CYCLE,4,1,0.0422,0.0089,68
100,CYCLE,4,2,0.0322,0.0056,299
100,CYCLE,4,3,0.0289,0.0011,881
100,CYCLE,4,4,0.0367,0.0078,108
100,CYCLE,4,5,0.0444,0.0078,9
100,CYCLE,4,6,0.0278,0.0044,46
100,CYCLE,4,7,0.0400,0.0056,76
100,CYCLE,4,8,0.0422,0.0033,115
100,CYCLE,4,9,0.0322,0.0022,536
100,CYCLE,4,10,0.0444,0.0067,87
100,CYCLE,4,11,0.0378,0.0078,97
100,CYCLE,4,12,0.0322,0.0044,733
100,CYCLE,4,13,0.0333,0.0033,789
100,CYCLE,4,14,0.0333,0.0033,148
100,CYCLE,4,15,0.0344,0.0022,607
100,CYCLE,4,16,0.0344,0.0022,678
100,CYCLE,4,17,0.0467,0.0033,362
100,CYCLE,4,18,0.0422,0.0044,218
100,CYCLE,4,19,0.0467,0.0067,204
100,CYCLE,5,0,0.0000,0.0000,None
100,CYCLE,5,1,0.0000,0.0000,None
100,CYCLE,5,2,0.0000,0.0000,None
100,CYCLE,5,3,0.0000,0.0000,None
100,CYCLE,5,4,0.0000,0.0000,None
100,CYCLE,5,5,0.0000,0.0000,None
100,CYCLE,5,6,0.0000,0.0000,None
100,CYCLE,5,7,0.0011,0.0000,None
100,CYCLE,5,8,0.0000,0.0000,None
100,CYCLE,5,9,0.0000,0.0000,None
100,CYCLE,5,10,0.0011,0.0000,None
100,CYCLE,5,11,0.0000,0.0000,None
100,CYCLE,5,12,0.0011,0.0000,None
100,CYCLE,5,13,0.0000,0.0000,None
100,CYCLE,5,14,0.0000,0.0000,None
100,CYCLE,5,15,0.0000,0.0000,None
100,CYCLE,5,16,0.0000,0.0000,None
100,CYCLE,5,17,0.0000,0.0000,None
100,CYCLE,5,18,0.0000,0.0000,None
100,CYCLE,5,19,0.0000,0.0000,None
150,CYCLE,3,0,0.2911,0.1433,3
150,CYCLE,3,1,0.2800,0.1356,2
150,CYCLE,3,2,0.2378,0.0922,5
150,CYCLE,3,3,0.2822,0.1400,17
150,CYCLE,3,4,0.3011,0.1633,5
150,CYCLE,3,5,0.2956,0.1800,5
150,CYCLE,3,6,0.3200,0.1500,1
150,CYCLE,3,7,0.3033,0.1489,12
150,CYCLE,3,8,0.3156,0.1756,1
150,CYCLE,3,9,0.2800,0.1489,1
150,CYCLE,3,10,0.2900,0.1367,2
150,CYCLE,3,11,0.2667,0.0933,1
150,CYCLE,3,12,0.2656,0.1244,17
150,CYCLE,3,13,0.2922,0.1533,1
150,CYCLE,3,14,0.2722,0.1289,2
150,CYCLE,3,15,0.2678,0.1233,3
150,CYCLE,3,16,0.2800,0.1256,4
150,CYCLE,3,17,0.2889,0.1100,20
150,CYCLE,3,18,0.3089,0.1589,4
150,CYCLE,3,19,0.3067,0.1322,6
150,CYCLE,4,0,0.0400,0.0089,34
150,CYCLE,4,1,0.0422,0.0067,345
150,CYCLE,4,2,0.0556,0.0056,124
150,CYCLE,4,3,0.0467,0.0033,281
150,CYCLE,4,4,0.0378,0.0067,110
150,CYCLE,4,5,0.0533,0.0022,339
150,CYCLE,4,6,0.0533,0.0078,133
150,CYCLE,4,7,0.0478,0.0033,91
150,CYCLE,4,8,0.0444,0.0089,225
150,CYCLE,4,9,0.0356,0.0056,8
150,CYCLE,4,10,0.0344,0.0033,55
150,CYCLE,4,11,0.0411,0.0011,636
150,CYCLE,4,12,0.0311,0.0033,383
150,CYCLE,4,13,0.0378,0.0067,98
150,CYCLE,4,14,0.0311,0.0067,69
150,CYCLE,4,15,0.0322,0.0011,748
150,CYCLE,4,16,0.0300,0.0056,175
150,CYCLE,4,17,0.0267,0.0044,177
150,CYCLE,4,18,0.0256,0.0011,515
150,CYCLE,4,19,0.0244,0.0022,154
150,CYCLE,5,0,0.0000,0.0000,None
150,CYCLE,5,1,0.0022,0.0000,None
150,CYCLE,5,2,0.0000,0.0000,None
150,CYCLE,5,3,0.0000,0.0000,None
150,CYCLE,5,4,0.0000,0.0000,None
150,CYCLE,5,5,0.0011,0.0000,None
150,CYCLE,5,6,0.0000,0.0000,None
150,CYCLE,5,7,0.0000,0.0000,None
150,CYCLE,5,8,0.0000,0.0000,None
150,CYCLE,5,9,0.0000,0.0000,None
150,CYCLE,5,10,0.0000,0.0000,None
150,CYCLE,5,11,0.0000,0.0000,None
150,CYCLE,5,12,0.0000,0.0000,None
150,CYCLE,5,13,0.0000,0.0000,None
150,CYCLE,5,14,0.0000,0.0000,None
150,CYCLE,5,15,0.0000,0.0000,None
150,CYCLE,5,16,0.0000,0.0000,None
150,CYCLE,5,17,0.0000,0.0000,None
150,CYCLE,5,18,0.0000,0.0000,None
150,CYCLE,5,19,0.0011,0.0000,None
200,CYCLE,3,0,0.3111,0.0878,10
200,CYCLE,3,1,0.3022,0.1111,5
200,CYCLE,3,2,0.3122,0.1722,3
200,CYCLE,3,3,0.3022,0.1256,9
200,CYCLE,3,4,0.3056,0.1067,0
200,CYCLE,3,5,0.3122,0.1333,18
200,CYCLE,3,6,0.3300,0.1422,11
200,CYCLE,3,7,0.3511,0.1878,5
200,CYCLE,3,8,0.3144,0.1289,2
200,CYCLE,3,9,0.2989,0.1011,10
200,CYCLE,3,10,0.2989,0.0944,6
200,CYCLE,3,11,0.2889,0.1122,13
200,CYCLE,3,12,0.3133,0.1111,0
200,CYCLE,3,13,0.2800,0.1078,18
200,CYCLE,3,14,0.2611,0.0767,12
200,CYCLE,3,15,0.3178,0.1222,5
200,CYCLE,3,16,0.2989,0.1044,4
200,CYCLE,3,17,0.3056,0.0678,20
200,CYCLE,3,18,0.2944,0.0744,9
200,CYCLE,3,19,0.3333,0.1722,11
200,CYCLE,4,0,0.0344,0.0011,835
200,CYCLE,4,1,0.0233,0.0000,None
200,CYCLE,4,2,0.0356,0.0022,139
200,CYCLE,4,3,0.0356,0.0056,404
200,CYCLE,4,4,0.0400,0.0044,94
200,CYCLE,4,5,0.0344,0.0056,155
200,CYCLE,4,6,0.0333,0.0022,294
200,CYCLE,4,7,0.0344,0.0022,472
200,CYCLE,4,8,0.0322,0.0056,270
200,CYCLE,4,9,0.0522,0.0078,136
200,CYCLE,4,10,0.0411,0.0078,14
200,CYCLE,4,11,0.0456,0.0033,41
200,CYCLE,4,12,0.0356,0.0056,39
200,CYCLE,4,13,0.0389,0.0067,71
200,CYCLE,4,14,0.0333,0.0044,194
200,CYCLE,4,15,0.0356,0.0067,55
200,CYCLE,4,16,0.0378,0.0033,59
200,CYCLE,4,17,0.0522,0.0067,51
200,CYCLE,4,18,0.0433,0.0033,253
200,CYCLE,4,19,0.0356,0.0056,37
200,CYCLE,5,0,0.0011,0.0000,None
200,CYCLE,5,1,0.0000,0.0000,None
200,CYCLE,5,2,0.0011,0.0000,None
200,CYCLE,5,3,0.0022,0.0000,None
200,CYCLE,5,4,0.0000,0.0000,None
200,CYCLE,5,5,0.0000,0.0000,None
200,CYCLE,5,6,0.0022,0.0000,None
200,CYCLE,5,7,0.0011,0.0000,None
200,CYCLE,5,8,0.0000,0.0000,None
200,CYCLE,5,9,0.0022,0.0000,None
200,CYCLE,5,10,0.0011,0.0011,198
200,CYCLE,5,11,0.0011,0.0011,772
200,CYCLE,5,12,0.0011,0.0000,None
200,CYCLE,5,13,0.0000,0.0000,None
200,CYCLE,5,14,0.0011,0.0000,None
200,CYCLE,5,15,0.0011,0.0000,None
200,CYCLE,5,16,0.0000,0.0000,None
